HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,PID-1,Set ID - PID,SI,0,1,,,,,,,,,,,,,
2,PID-2,Patient ID,CX,0,1,,,,identifier[1],,Identifier,0,-1,CX[Identifier],,,,
3,PID-3,Patient Identifier List,CX,1,-1,,,,identifier[2],,Identifier,0,-1,CX[Identifier],,,,
4,PID-4,Alternate Patient ID - PID,CX,0,1,,,,identifier[3],,Identifier,0,-1,CX[Identifier],,,,
5,PID-5,Patient Name,XPN,1,-1,,,,name[1],,HumanName,0,-1,XPN[HumanName],,,,
6,PID-6,Mother's Maiden Name,XPN,0,-1,,,,extension-mothersMaidenName,,HumanName,0,-1,XPN[HumanName],,,,This may not be the second name if there are repeats in PID-5. ext.patientMothersMaiden (string) also exists if we prefer.
7,PID-7,Date/Time of Birth,DTM,0,1,,,,birthDate,,date,0,1,,,,,"PROPOSAL MOVE TO IG IMPLEMENTATION GUIDANCE SECTION: Use ISO 8601 to establish the re-formatting from HL7 v2 data type to HL7 FHIR data type, particularly when mapping a platform datetime to platform date.  ADD OTHER REFERENCES ON HOW TO ACHIEVE THESE CONVERSIONS in Java, CSHarp, etc., etc."
7,PID-7,Date/Time of Birth,DTM,0,1,IF PID-7 LENGTH GREATER THAN 8,,,extension-birthTime,,dateTime,0,1,,,,,
8,PID-8,Administrative Sex,CWE,0,1,,,,gender,,code,0,1,CWE[code],Gender,,,
9,PID-9,Patient Alias,XPN,0,-1,,,,name[2],,HumanName,0,-1,XPN[HumanName],,,,
10,PID-10,Race,CWE,0,-1,,,"if PID-10 is for administrative purposes use your local extension, e.g., US = US Core Race Extension, AUS = indiginous extension.",,local implementation,,,,,,,,"For an international document, it may not be possible to come up with a FHIR value set for race.
If the race is intended to reflect a race for clinical purposes, the PID[ObservationRace] mapping is used."
11,PID-11,Patient Address,XAD,0,-1,,,,address[1],,Address,0,-1,XAD[Address],,,,
12,PID-12,County Code,ID,0,1,IF PID-11 LST.COUNT EQUALS 1 AND PID-11.9 IS NOT VALUED,,,address[1].district,,string,0,1,,,,,"This may not be the second occurrence if PID-11 repeats. Because PID-11 can repeat but PID-12 cannot, it's not appropriate to include PID-12 in an iteration of .address populated from PID-11"
13,PID-13,Phone Number - Home,XTN,0,-1,,,,telecom[1],,ContactPoint,0,-1,XTN[ContactPoint],,,,
13,PID-13,Phone Number - Home,XTN,0,-1,IF PID-13.2 IS NOT VALUED,,,telecom[1].use,,,,,,,"""home""",,
14,PID-14,Phone Number - Business,XTN,0,-1,,,,telecom[2],,ContactPoint,0,-1,XTN[ContactPoint],,,,
14,PID-14,Phone Number - Business,XTN,0,-1,IF PID-14.2 IS NOT VALUED,,,telecom[2].use,,,,,,,"""work""",,
15,PID-15,Primary Language,CWE,0,1,,,,communication.language,,CodeableConcept,0,-1,CWE[CodeableConcept],Language,,,"During implementation, if you know that the value in PID-15 is the preferred patient language, then Patient.communication.preferred can be set to ""true""."
16,PID-16,Marital Status,CWE,0,1,,,,maritalStatus,,CodeableConcept,0,1,CWE[CodeableConcept],MaritalStatus,,,
17,PID-17,Religion,CWE,0,1,,,,extension-patient-religion,,CodeableConcept,0,-1,CWE[CodeableConcept],Religion,,,
18,PID-18,Patient Account Number,CX,0,1,,,,,,,,,,,,,Mapped in PID[Account]
19,PID-19,SSN Number - Patient,ST,0,1,,,,identifier[4].value,,string,0,1,,,,,the value set for Identifier.type doesn't contain SSN but it does have SB (social beneficiary)
19,PID-19,SSN Number - Patient,ST,0,1,,,,identifier[4].type.coding.code,,code,0,1,,,"""SB""",,
19,PID-19,SSN Number - Patient,ST,0,1,,,,identifier[4].type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0203""",,
