HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Derived Mapping,,
1,RXA-1,Give Sub-ID Counter,NM,1,1,,,,,N/A,,,,,,,,
2,RXA-2,Administration Sub-ID Counter,NM,1,1,,,,,,,,,,,,,
3,RXA-3,Date/Time Start of Administration,DTM,1,1,,,,Immunization.occurrenceDateTime,,dateTime,1,1,,,,,
4,RXA-4,Date/Time End of Administration,DTM,1,1,,,,,,,,,,,,,
5,RXA-5,Administered Code,CWE,1,1,,,,Immunization.vaccineCode,,CodeableConcept,1,1,CWE[CodeableConcept],,,,
6,RXA-6,Administered Amount,NM,1,1,,,,Immunzation.doseQuantity.value,,decimal,0,1,,,,,
7,RXA-7,Administered Units,CWE,0,1,,,,Immunzation.doseQuantity,,SimpleQuantity,0,1,CWE[Quantity],,,,
8,RXA-8,Administered Dosage Form,CWE,0,1,,,,,,,,,,,,,
9,RXA-9,Administration Notes,CWE,0,-1,,,,,,,,,,,,,"In the US, the CDC Immunization Implementation Guide would map this to Immunizaiton.reportOrigin.  Other realms may do this differently.  Therefore, we will leave this for implementation guides to resolve."
10,RXA-10,Administering Provider,XCN,0,-1,,,,Immunization.performer.actor(Practitioner),,Reference(Practitioner),0,-1,XCN[Practitioner],,,,
10,RXA-10,Administering Provider,XCN,0,-1,,,,"Immunization.performer.function.coding.code=""AP""",,code,,,,,,,
10,RXA-10,Administering Provider,XCN,0,-1,,,,"Immunization.performer.function.coding.system=""http://terminology.hl7.org/CodeSystem/v2-0443""",,system,,,,,,,
11,RXA-11,Administered-at Location,LA2,0,1,,,,,,,,,,,,,
12,RXA-12,Administered Per (Time Unit),ST,0,1,,,,,,,,,,,,,
13,RXA-13,Administered Strength,NM,0,1,,,,,,,,,,,,,
14,RXA-14,Administered Strength Units,CWE,0,1,,,,,,,,,,,,,
15,RXA-15,Substance Lot Number,ST,0,-1,,,,Immunization.lotNumber,,string,0,1,,,,,
16,RXA-16,Substance Expiration Date,DTM,0,-1,,,,Immunization.expirationDate,,date,0,1,,,,,
17,RXA-17,Substance Manufacturer Name,CWE,0,-1,,,,Immunization.manufacturer(Organization),,Reference(Organization),0,1,CWE[Organization],,,,
18,RXA-18,Substance/Treatment Refusal Reason,CWE,0,-1,,,,Immunization.statusReason,,CodeableConcept,0,1,CWE[CodeableConcept],,,,
19,RXA-19,Indication,CWE,0,-1,,,,Immunization.reasonCode,,CodeableConcept,0,1,CWE[CodeableConcept],,,,
20,RXA-20,Completion Status,ID,0,1,,,,Immunization.status,,code,1,1,,Completion Status,,,
21,RXA-21,Action Code – RXA,ID,0,1,"IF RXA-21 EQUALS ""D""",,,"Immunization.status=""entered-in-error""",,code,1,1,,,,,
22,RXA-22,System Entry Date/Time,DTM,0,1,,,,Immunization.meta.lastUpdated,,instant,0,1,,,,,
22,RXA-22,System Entry Date/Time,DTM,0,1,,,,Immunization.meta.versionId=next,,id,0,1,,,,,"When the v2 message is an update, the next version is created for the resource."
23,RXA-23,Administered Drug Strength Volume,NM,0,1,,,,,,,,,,,,,
24,RXA-24,Administered Drug Strength Volume Units,CWE,0,1,,,,,,,,,,,,,
25,RXA-25,Administered Barcode Identifier,CWE,0,1,,,,,,,,,,,,,
26,RXA-26,Pharmacy Order Type,ID,0,1,,,,,,,,,,,,,
27,RXA-27,Administer-at,PL,0,1,,,,Immunization.location[1](Location),,Reference(Location),0,1,PL,,,,
28,RXA-28,Administered-at Address,XAD,0,1,,,,Immunization.location[1](Location.address),,Address,0,1,XAD,,,,
29,RXA-29,Administered Tag Identifier,EI,0,-1,,,,,,,,,,,,,
